token,web_url,title,posted_time_text,location,mileage_text_raw,mileage_km,year_text,color,brand_model_text,gearbox,fuel_type,base_price_text_raw,base_price_toman,engine_condition,chassis_front_condition,chassis_rear_condition,body_condition,gearbox_condition,description,scraped_at
gaYKVYUR,https://divar.ir/v/gaYKVYUR,آردی 1600 فنی سالم,۳ هفته پیش در تهران، تهرانسر شمالی، خ دوم,tehran، tehransar-shomali,۲۵۰۰۰۰,250000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۲۹۵,۰۰۰,۰۰۰ تومان",295000000,سالم,سالم و پلمپ,تعیین‌نشده,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,"با سلام
آردی 1600 سالم سند تک برگ
فنی سالم به شرط
موتور پلمپ
گیربکس پلمپ
4 حلقه لاستیک 14 نو

با تشکر.",2026-09-26T01:51:02.419556
gawWvim0,https://divar.ir/v/gawWvim0,ماشین اردی اتژکتور,۴ روز پیش در تهران، علم و صنعت، خ صادقی,tehran، elm-o-sanat,۲۵۰۰۰۰,250000,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۶۰,۰۰۰,۰۰۰ تومان",260000000,سالم,سالم و پلمپ,سالم و پلمپ,رنگ‌شدگی در ۲ ناحیه,,"ماشین سالم تعویضی ها انجام شده
شاسی ها سالم 
کاپوت تعویض دو گلگیر عقب رنگ دارد",2026-09-26T01:51:56.571975
gawO-qvF,https://divar.ir/v/gawO-qvF,پژو اردی مدل ۸۳,۴ روز پیش در تهران، تاکسیرانی، بلوار نبرد,tehran، taxirani,۲۰۵۰۰۰,205000,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۲۶۵,۰۰۰,۰۰۰ تومان",265000000,سالم,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی در ۵ ناحیه,سالم و پلمپ,"بیمه یکسال دارد 
طرح اسقاط هم ثبت نام شده است 
کولر دار و انژکتور و هیدرولیک دارد 
فنی سواری مرتب است
بدون آفتاب سوختگی 
تک برگ سند کیلومتر به شرط",2026-09-26T01:52:06.096638
gat6HbTt,https://divar.ir/v/gat6HbTt,پژو اردی 78,هفته پیش در تهران، شهرک آتی شهر,tehran، shahrak-ati-shahr,۱۰۰۰۰۰,100000,۱۳۷۸ - ۱۹۹۹,عدسی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۰۰,۰۰۰,۰۰۰ تومان",200000000,نیاز به تعمیر,سالم و پلمپ,سالم و پلمپ,دوررنگ,,"اتاق سالم بدون ضربه خوردگی
موتور باز می‌باشد تموم وسایل موتو ر نوع خریداری شده 
ماشین زیر افتاب بوده و رنگش سوخته",2026-09-26T01:52:14.408561
gaw2lncO,https://divar.ir/v/gaw2lncO,آردی مدل ۸۳ موتور تعمیر اساسی,۴ روز پیش در تهران، فیروزآبادی، خ خان محمدی,tehran، firuzabadi,۲۰۰۰۰۰,200000,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۳۰,۰۰۰,۰۰۰ تومان",230000000,سالم,ضربه‌خورده,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,ماشین موتور نو بیمه تا برج ۸,2026-09-26T01:52:59.519256
gawW0pUq,https://divar.ir/v/gawW0pUq,پژو آردی مدل۸۴کارکرد۱۶۰,۵ روز پیش در تهران، تهرانسر شرقی، خ صداقت,tehran، tehransar,۱۶۰۰۰۰,160000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۳۷۶,۰۰۰,۰۰۰ تومان",376000000,سالم,سالم و پلمپ,سالم و پلمپ,رنگ‌شدگی در ۲ ناحیه,سالم و پلمپ,"ماشین بسیارعالی خوب سالم و سلامت
کلا ۱۶۰تا کارکرده
کولر روشن فنی عالی شاسی سالم بدون آفتاب سوختگی چون در پارکینگ مسقف بوده 
ماشین ۱۶۰تا کار واقعی 
۱شاسی ها سالم فقط گلگیر و کاپوت رنگ می باشد
مدارک آماده انتقال کارت سوخت فعال
به صورت ۲۴ساعته پاسخگو میباشم اگر گوشی در دسترس نبود یا پاسخگو نبودم پیام بگذارید خودم تماس میگیرم در اسرع وقت 
در کمال ادب و احترام فراوان با توجه به شرایط خودرو قیمت کاملا مقطوع مقطوع مقطوع می باشد",2026-09-26T01:53:06.508134
gaw2z_NY,https://divar.ir/v/gaw2z_NY,پژو اردی مدل ۸۴,۵ روز پیش در تهران، جوانمرد قصاب، خ فعله گری,tehran، javanmard-ghassab,۸۴۰۰۰۰,840000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,بنزین,"‏۲۱۰,۰۰۰,۰۰۰ تومان",210000000,سالم,ضربه‌خورده,سالم و پلمپ,دوررنگ,سالم و پلمپ,مدل ۸۴.دور رنگ.شاسی جلوش ضربه خورده. عقب پلمپ.موتوریش به شرط سلامت میدم‌.بیمه تفاخر یازده داره.ماشین پارکینگ امین اباده.,2026-09-26T01:53:18.374761
gawei4M_,https://divar.ir/v/gawei4M_,پژو آردی ۸۳ دوگانه دستی,۵ روز پیش در تهران، شمیران‌نو، خ بیست متری شمیران نو,tehran، shemiran-no,۲۰۰۰۰۰,200000,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,دوگانه‌سوز دستی,"‏۲۱۰,۰۰۰,۰۰۰ تومان",210000000,نیاز به تعمیر,تعیین‌نشده,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,ماشین فقط نیاز به تعمیر واشر سر سیلندر دارد در حال حاضر روشن و قابل استفاده هستش ولی کمی کمپرس دارد,2026-09-26T01:54:03.284346
gavisKnj,https://divar.ir/v/gavisKnj,پژو آردی سالم مدل ۸۴,۵ روز پیش در تهران، هاشم‌آباد (شهرری)، خ سلمان فارسی,tehran، hashemabad,۳۳۹۰۰۰,339000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۲۹۸,۰۰۰,۰۰۰ تومان",298000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"با سلام

پژو آردی مدل ۱۳۸۴ موتور سالم 
لاستیک ۱۰۰ درصد ، بیمه ، معاینه فنی
خط و خش جزئی چند لکه رنگ بابت زیبایی
شیشه جلو ترک دارد.
لواسانی",2026-09-26T01:54:10.371569
gav2JFZY,https://divar.ir/v/gav2JFZY,پژو آردی سالم,۵ روز پیش در تهران، هروی، خ بوستان نهم,tehran، heravi,۲۲۰۰۰۰,220000,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۸۰,۰۰۰,۰۰۰ تومان",280000000,سالم,سالم و پلمپ,سالم و پلمپ,دوررنگ,سالم و پلمپ,"آردی مدل ۸۳ شاسی پلمپ فنی سالم  
۹ماه بیمه
کارکرد 220000",2026-09-26T01:55:06.597708
gafK8Byr,https://divar.ir/v/gafK8Byr,آردی مدل ۸۵,۲ هفته پیش در تهران، توحید، خ شادمهر,tehran، tohid,۴۰۰۰۰۰,400000,۱۳۸۵ - ۲۰۰۶,مشکی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۶۵,۰۰۰,۰۰۰ تومان",265000000,سالم,تعیین‌نشده,تعیین‌نشده,تمام‌رنگ,,سلام فنی سواری خوب,2026-09-26T01:55:15.299746
gae-Lufi,https://divar.ir/v/gae-Lufi,پژو اردی,۲ هفته پیش در تهران، نارمک,tehran، narmak,۲۶۰۰۰۰,260000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,بنزین,"‏۳۲۰,۰۰۰,۰۰۰ تومان",320000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,سند دست دوم تمامی لوازم فابریک ۱۰سال خواب بوده کلنا ماشین سالم از لحاظ فنی سالم بدون صدا  کولر روشن حتی رادیاتور آب هم فابریک کارکرد ۲۶۰۰۰۰کیلومتر,2026-09-26T01:55:22.717979
gauCMw1q,https://divar.ir/v/gauCMw1q,آردی مدل ۸۴,۶ روز پیش در تهران، اقدسیه (شهرری)، خ رمضانی,tehran، aghadasiye,۱۰۰۰,1000,۱۳۸۴ - ۲۰۰۵,سایر,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۹۵,۰۰۰,۰۰۰ تومان",295000000,سالم,ضربه‌خورده,سالم و پلمپ,دوررنگ,,سلام آردی مدل ۸۴ دوره لکه رنگ که من به دوره رنگ میدم که جلو عقب رنگ نداره فنی سالم بیمه تا برج ۱۴۰۶.۲ هست شاسی جلو یه کوچلو ترک داشت که جوش زدن جلو عقب پلمپ .,2026-09-26T01:56:23.611309
gauaLGpc,https://divar.ir/v/gauaLGpc,پژو اردی ای,۶ روز پیش در تهران، جهاد,tehran، jahad,۲۵۵۰۰۰,255000,۱۳۸۵ - ۲۰۰۶,نوک‌مدادی,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,دوگانه‌سوز دستی,"‏۴۱۰,۰۰۰,۰۰۰ تومان",410000000,سالم,سالم و پلمپ,سالم و پلمپ,رنگ‌شدگی در ۳ ناحیه,سالم و پلمپ,"پژو اردی ای مدل 85 
دوگانه دستی 
شاسی عقب و جلو بدون جوش و ضربه 
دو لکه رنگ به خاطر مالیدگی
کارکرد 255
باطری نو 
گاز کولر فول یخچال
بدون روغن سوزی
بیمه کامل
معاینه کامل 
کارت سوخت و مدارک کامل 
لاستیک عقب و جلو 90 درصد 
بدون افتاب سوختگی 
ماشین فیس 405 
چراغ جلو و عقب و سپر ها پژو slx شده 
اینه های بغل slx
چراغ جلو دارای لنز میباشد 
ماشین بدون هیچ توضیح اضافی  
مصرفی ها همه تعویض شده همراه با فاکتور 
ماشین بدون درد سر 
پول یه موتوره داری ماشین سواری میشی 
به علت بدهی دارم میفروشم با ماشین های ترکیده دیوار مقایسه نکنید ماشین مصرف کننده بوده به مصرف کننده ام میفروشم خریدار خیرشو ببینه 
توضیحات کامله خریدار واقعه ای زنگ بزنه ممنونم",2026-09-26T01:56:35.959524
gauS4sUe,https://divar.ir/v/gauS4sUe,پژو اردی,۶ روز پیش در تهران، خاک سفید,tehran، khak-sefid,۲۶۰۰۰۰,260000,۱۳۸۲ - ۲۰۰۳,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۸۵,۰۰۰,۰۰۰ تومان",285000000,سالم,سالم و پلمپ,سالم و پلمپ,دوررنگ,تعمیر شده,"با سلام 
پژو آردی مدل ۸۲ دور رنگ شاسی سالم فقط 
سمت شاگرد جلو سر چراغی خورده اصلا فرمون نمی‌کشه به شرط تست  بیمه یک سال چند روز پیش بیمه کردم معاینه فنی یک سال .
کولر فعال هیدرولیک تازه سرویس شده بدون روغن ریزی .
گیربکس تازه تعمیر شده اساسی 
جلو بندی سالم بدون صدای اضافه 
انجین سالم بدون روغن ریزی یا روغن سوزی 
تک استارت روشن  ماشین واقعا سالمه 
فروش به علت نیاز مالی",2026-09-26T01:56:43.634187
gau2XUjR,https://divar.ir/v/gau2XUjR,پژو آردی مدل 84 بدون رنگ,۶ روز پیش در تهران، علم و صنعت، خ دانشگاه علم و صنعت,tehran، elm-o-sanat,۱۴۵۰۰۰,145000,۱۳۸۴ - ۲۰۰۵,سبز,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۴۲۰,۰۰۰,۰۰۰ تومان",420000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,با سلام ماشین بدون رنگ شدگی و تعویض میباشد شاسی ها بدون ظربه آفتاب سوختگی ندارد بیمه ۶ ماه فنی موتوری یک هیدرولیک کولر بخاری سالم,2026-09-26T02:00:17.970893
gapSk8Fk,https://divar.ir/v/gapSk8Fk,پژو آردی مدل۱۳۸۳,هفته پیش در تهران، قصر فیروزه ۲,tehran، qasr-e-firooze-do,۵۱۰۰۰۰,510000,۱۳۸۳ - ۲۰۰۴,سبز,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,دوگانه‌سوز دستی,"‏۲۵۸,۰۰۰,۰۰۰ تومان",258000000,سالم,ضربه‌خورده,تعیین‌نشده,رنگ‌شدگی در ۳ ناحیه,سالم و پلمپ,درود خدمت تمام دوستان پژو آردی مدل ۸۳رنگ وضربه برابر برگه کارشناسی در برنامه دیوار بیمه تقریبا۵ماه معاینه فنی تقریبا۷ماه دوگانه دست کپسول بزرگ سلامت خودرودارای خرج ظاهری میباشد وسایل مصرفی اکثرا تعویض شده دوستان عزیز در صورت نیاز به خرید فقط تماس چت وپیام بعلت موقعیت شغلی پاسخگو نیستم ساعت بازدید از ۱۰صبح تا ۱۰شب در خدمتم درب منزل.ضمنا تخفیف جزئی,2026-09-26T02:02:59.582021
gatapqeW,https://divar.ir/v/gatapqeW,پژو آردی,هفته پیش در تهران، خاک سفید,tehran، khak-sefid,۲۹۰۰۰۰,290000,۱۳۷۹ - ۲۰۰۰,عدسی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۲۵۰,۰۰۰,۰۰۰ تومان",250000000,سالم,تعیین‌نشده,تعیین‌نشده,دوررنگ,تعمیر شده,ماشین فوق‌العاده تمیز است موتور گیربکس ودف جلوبندی سالم ۱۳ میلیون تازه لاستیک گرفتم بیمه هم تا برج ۴ سال آینده داره معاینه فنی هم تازه گرفتم  هر لحظه میتونی روشن کنی بری مسافرت,2026-09-26T02:03:06.558169
gatGWA57,https://divar.ir/v/gatGWA57,پزو روا  ب جرعت یکی از سالم ترین,هفته پیش در تهران، خزانه,tehran، khazaneh,۱۸۰۰۰۰,180000,۱۳۸۷ - ۲۰۰۸,طوسی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۴۷۰,۰۰۰,۰۰۰ تومان",470000000,سالم,سالم و پلمپ,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,"ازسند دست اول تک برگ هستم                       حر لحاظ  موتوری بدون بخار روغن سوزی کم کردن روغن ادوات برقی همگی سالم  کولر یخ بدون آمپر کشیدن 
از لحاظ بدنه عقب جلو پلم بلم حتی ظربه ترافیکی ندا ره بدون آفتاب سوختگی یا کچلی بدون رنگ دور توقه جوفت گل گیرا عقب رنگ جزئی داره
درضمن دوستان نقد واقتصاد داده میشه",2026-09-26T02:03:15.093450
gat-huqQ,https://divar.ir/v/gat-huqQ,rd فروشی,هفته پیش در تهران، طرشت، خ حسین‌مردی شمالی,tehran، tarasht,۲۴۵۰۰۰,245000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۲۵۰,۰۰۰,۰۰۰ تومان",250000000,سالم,ضربه‌خورده,ضربه‌خورده,تمام‌رنگ,,"مدل 84
رادیات نو
دینام نو
ضبط نمایشی 
سنسور دنده عقب
لاستیک حلو80
لاستیک عقب50
توضیحات کامله لطفاً تماس الکی نگیرید 
تخفیف نداره
دیفرانسیل نو
گیربکس تعمیر شده",2026-09-26T02:04:08.874972
gatKQkVb,https://divar.ir/v/gatKQkVb,فروش آردی ۸۳,هفته پیش در تهران، ابوذر، بلوار ابوذر,tehran، abouzar,۳۰۰۰۰۰,300000,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۲۸۵,۰۰۰,۰۰۰ تومان",285000000,تعیین‌نشده,تعیین‌نشده,تعیین‌نشده,رنگ‌شدگی در ۱ ناحیه,,"فروش آردی ۸۳
۲ سال خوابیده",2026-09-26T02:04:18.681458
gasm-LYX,https://divar.ir/v/gasm-LYX,پژو اردی RDi,هفته پیش در تهران، شهرک استقلال، خ دهم,tehran، shaharak-e-esteqlal,۳۲۰۰۰۰,320000,۱۳۸۳ - ۲۰۰۴,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۲۷۵,۰۰۰,۰۰۰ تومان",275000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"باسلام
اردی مدل ۸۳ موتور تازه تعمیر بشرط کارشناسی شما
شاسی عقب جلو پلمپ دولکه رنگ جزئی لاستیک ها نوکف صندوق بدون پوسیدگی  بدون یک قطره روغن ریزی  فرمان هیدرولیک نرم نرم",2026-09-26T02:05:19.193306
gaeWIdij,https://divar.ir/v/gaeWIdij,فروش حواله خودروشمابامآ,۲ هفته پیش در تهران، مرزداران، خ یگانه شرقی,tehran، marzdaran,۵۵۰۰۰,55000,۱۳۹۵ - ۲۰۱۶,سفید,پژو آر دی (RD) بنزینی,,بنزین,"‏۱,۰۰۰,۰۰۰,۰۰۰ تومان",1000000000,نیاز به تعمیر,تعیین‌نشده,تعیین‌نشده,خط و خش جزیی,,"باسلام

تشکرازدیوار

تماس",2026-09-26T02:05:30.722331
gas2s5UV,https://divar.ir/v/gas2s5UV,پژو آردی مدل ۸۲ رنگ یشمی,هفته پیش در تهران، اتابک، خ حسینی,tehran، atabak,۳۵۰۰۰۰,350000,۱۳۸۲ - ۲۰۰۳,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۲۷۰,۰۰۰,۰۰۰ تومان",270000000,سالم,سالم و پلمپ,سالم و پلمپ,رنگ‌شدگی در ۲ ناحیه,تعمیر شده,"سلام 
چهار حلقه لاستیک نو
گیربکس تازه تعمیر
بیمه تا برج ۱۱
رنگ شدگی در دو ناحیه
شاسی سالم",2026-09-26T02:06:58.851986
gasS0b6r,https://divar.ir/v/gasS0b6r,پژو آردی,هفته پیش در تهران، استخر,tehran، estakhr,۳۵۰۰۰۰,350000,۱۳۸۱ - ۲۰۰۲,عدسی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۴۰,۰۰۰,۰۰۰ تومان",240000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,,پژو آردی مدل ۸۱ ماشین ۱۵ سال خواب بوده فنی سالم بیمه هم ۶ ماه داره,2026-09-26T02:07:09.222203
gar29POx,https://divar.ir/v/gar29POx,آردی 84 ترتمیز بدون رنگ سالمم,هفته پیش در تهران، استاد معین، خ میرقاسمی,tehran، ostad-moein,۴۱۰۰۰۰,410000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,دوگانه‌سوز دستی,"‏۳۳۸,۰۰۰,۰۰۰ تومان",338000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"مدلش 84 بدون رنگ شاستی ها پلمپ
ماشین فنی گیربکس همه چیش سالم بدون هیچ ایرادی هیچ هزینه ای نداره دوگانه هست ماشین 
از هر نظری بگیری از پراید خیلی بهتر قیمتش از ی پراید کمتر 
ماشین بدون سرو صدا و سالم..پول لازمم تخفیف جزئی هم داره….",2026-09-26T02:08:05.006749
garmqqKs,https://divar.ir/v/garmqqKs,پژو آردی مدل 84,هفته پیش در تهران، شوش (باغ آذری)، خ میثاق,tehran، baq-e-azari,۲۸۰۰۰۰,280000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۴۱۰,۰۰۰,۰۰۰ تومان",410000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"درود بر شما 
پژو آردی مدل 84 فنی به شرط سالم بدون روغن سوزی .  روغن ریزی داشت درستش کردم 15ملیون .
استارت دینام سرویس شده
  زنجیر موتور تسمه ها  تعویض شده 
گلگیرجلو چپ و قسمتی از درب راننده رنگ و قسمتی از گلگیر عقب راست بالای لاستیک رنگ .
مابقی سقف ستون کاپوت صندوق بیرنگ .
شاسی عقب جلو پلمپ دست نخورده 
لاستیک جلو نو انداختم، عقب 70درصد .
ماشینه سرپاییه ببینید متوجه میشوید .
پوله یه موتور هونداس 
داخل کابین تمیز و مرتب 
بیمه 12 ماه . کارت سوخت فعال .
سند آماده انتقال 
محل بازدید صب تا بعداز ظهر بازار شوش هستم 
شب گلستان قلعه میر 
باتشکر .",2026-09-26T02:08:11.147808
garSaKcK,https://divar.ir/v/garSaKcK,پژواردی,هفته پیش در تهران، هفده شهریور، خ هاشم سرحدی,tehran، kooye-e-hefdahom-e-shahrivar,۱۲۷۰۰۰,127000,۱۳۸۲ - ۲۰۰۳,یشمی,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۲۵۰,۰۰۰,۰۰۰ تومان",250000000,سالم,سالم و پلمپ,سالم و پلمپ,تصادفی,سالم و پلمپ,"جنگ‌زده ۱۲۷۰۰۰کارکردواقعی‌دیسک‌صفحه‌پمپ‌بنزین‌واترپمپ‌۲ماه‌قبل‌جنگ‌تعویض‌شده‌ستونها‌شاسی‌عقب‌جلو
سالم‌ودستنخورده‌مناسب‌باز‌سازی‌یاتبدیل",2026-09-26T02:08:20.557628
gaQihJk-,https://divar.ir/v/gaQihJk-,پژو آردی سالم کم کار,۴ هفته پیش در تهران، جیحون، خ قصرالدشت,tehran، jeyhoun,۲۱۲۰۰۰,212000,۱۳۸۵ - ۲۰۰۶,سبز,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۲۷۵,۰۰۰,۰۰۰ تومان",275000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"سلام
ماشین کم کار تک برگ سند یه لکه رنگه
هیدرولیک 
کولر
شیشه برقی
فنی سالم
در کل ماشین خیلی خوبیه
معاوضه با تاکسی هم قیمت",2026-09-26T02:09:12.488288
garKHdjg,https://divar.ir/v/garKHdjg,پژو آردی سالم دوگانهCNG,هفته پیش در تهران، حمزه‌آباد,tehran، hamzeabad,۳۰۰۰۶,30006,۱۳۸۵ - ۲۰۰۶,آبی,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,دوگانه‌سوز شرکتی,"‏۳۸۵,۰۰۰,۰۰۰ تومان",385000000,سالم,سالم و پلمپ,سالم و پلمپ,رنگ‌شدگی در ۱ ناحیه,سالم و پلمپ,با سلام ماشین فنی سالم دوگانه سوز میباشد . ۶ ماه بیمه دارد. سند تک برگ ، ۴ حلقه لاستیک ۸۰ درصد، ماشین بی رنگ فقط یک گلگیر رنگ میباشد.خریدار واقعی تو چت پیام بذاره،ممنون از برنامه ی خوب دیوار,2026-09-26T02:09:21.606660
gaqOXoUN,https://divar.ir/v/gaqOXoUN,پژو آردی مدل ۸۱ فنی سالم بدونه تصادف,هفته پیش در تهران، شمیران‌نو، خ کامکار,tehran، shemiran-no,۱۰۰۰۰۰۰,1000000,۱۳۸۱ - ۲۰۰۲,یشمی,پژو آر دی (RD) دوگانه سوز CNG,دنده‌ای,دوگانه‌سوز دستی,"‏۳۳۰,۰۰۰,۰۰۰ تومان",330000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,پژو آردی مدل ۸۱فوق العاده سالم بدونه تصادف دوگانه سوز فوری فروشی,2026-09-26T02:10:55.101552
gaqO2sVJ,https://divar.ir/v/gaqO2sVJ,ار دی فول در حد صفر,هفته پیش در تهران، سازمان برنامه جنوبی، بلوار ناصر حجازی,tehran، sazman-barname-jonubi,۶۰۰۰۰,60000,۱۳۸۳ - ۲۰۰۴,سبز,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۷۰۰,۰۰۰,۰۰۰ تومان",700000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"مدل ۸۳ بدون رنگ 
کارکرد ۶۰ تا
هیدرولیک .کولر.انژکتور
لاستیک خارجی ۹۵ درصد 
برچسبای فابریک ماشین هنوز روشه 
فوق العاده تمیز",2026-09-26T02:11:01.737018
galm0Y9f,https://divar.ir/v/galm0Y9f,اردی ۸۴ سفید اقساط بدون سود,هفته پیش در تهران، اباذر، خ حاجی زاده,tehran، aboozar,۲۵۰۰۰۰,250000,۱۳۸۴ - ۲۰۰۵,سفید,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۳۲۰,۰۰۰,۰۰۰ تومان",320000000,سالم,ضربه‌خورده,سالم و پلمپ,دوررنگ,سالم و پلمپ,"موتور گیربکس سالم
بدنه چند لکه رنگ به اسم دوررنگ میدم
سقف ستون سالم
شاسی سالم بدون ضرب
شاسی جلو جوش ترک دارد جزیی
بیمه ۳ ماه
قیمت اگهی قیمت کل می باشد 
اقساط بدون سود با حداقل ۱۷۰ م پیش پرداخت 
الباقی تا ۱۰ ماه 
سند بعد از تسویه حساب",2026-09-26T02:11:13.290900
gapGIN3m,https://divar.ir/v/gapGIN3m,اردی,هفته پیش در تهران، علایین، کنارگذر تهران - ورامین,tehran، alayiin,۲۰۰۰۰,20000,۱۳۸۴ - ۲۰۰۵,خاکستری,پژو آر دی (RD) دوگانه سوز CNG,,دوگانه‌سوز شرکتی,"‏۴,۶۰۰,۰۰۰ تومان",4600000,تعیین‌نشده,تعیین‌نشده,تعیین‌نشده,خط و خش جزیی,,"مدل ۸۴
دوگانه
بیمه ۵ ماه",2026-09-26T02:12:06.914666
gao2ep5D,https://divar.ir/v/gao2ep5D,آردی سالم و سلامت با سیستم و مانیتور,هفته پیش در تهران، نارمک، خ لادن شرقی,tehran، narmak,۶۰۰۰۰,60000,۱۳۸۲ - ۲۰۰۳,خاکستری,پژو آر دی (RD) بنزینی,دنده‌ای,بنزین,"‏۳۲۰,۰۰۰,۰۰۰ تومان",320000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"ماشین بعلت زیبایی رنگ شده تمام رنگه
آماده مسافرت. سیستم صوتی سونی و مانیتور دارد
کاربرات مدل ۸۲ بدنه محکم
بدنه خط و خش و لکه نداره",2026-09-26T02:12:16.564511
ganaOZHn,https://divar.ir/v/ganaOZHn,پژو آردی مدل۸۴,هفته پیش در تهران، بلوار کشاورز، بلوار کشاورز,tehran، bolvar-e-keshavarz,۱۷۰۰۰۰,170000,۱۳۸۴ - ۲۰۰۵,یشمی,پژو آر دی آی (RDi) بنزینی,دنده‌ای,بنزین,"‏۳۷۰,۰۰۰,۰۰۰ تومان",370000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,"پژو آردی مدل۸۴
کارکرد۱۷۰۰۰۰ هزا به شرط کارشناسی
فنی سالم
۴حلقه لاستیک نو
بیمه کامل
معاینه فنی",2026-09-26T02:12:27.201867
