token,web_url,title,posted_time_text,location,mileage_text_raw,mileage_km,year_text,color,brand_model_text,gearbox,fuel_type,base_price_text_raw,base_price_toman,engine_condition,chassis_front_condition,chassis_rear_condition,body_condition,gearbox_condition,description,scraped_at
gaBKlUnS,https://divar.ir/v/gaBKlUnS,ساینا تک /دوگانه ۱۴۰۵ تحویل فوری,۳ هفته پیش در تهران، صادقیه، خ بیست و یکم شرقی,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۰۵۰,۰۰۰,۰۰۰ تومان",1050000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"✨هلدینگ میشا صنعت خودرو✨
فروش انواع خودروهای ایرانی و خارجی

✅️ عضو رسمی اتحادیه 
✅️ کد ثبتی : 616686
✅️ با بیش از ۱۷ سال سابقه
——————————————— 
 تحویل فوری
 ۲۴ساعت مهلت کارشناسی
 تسویه بعداز رویت و کارشناسی خودرو
 سند آزاد
 ٪۷۰ تخفیف بیمه بدنه
 امکان فروش به تمامی شرکت ها و ارگان های دولتی
 امکان فروش خودرو با دلار همه ارزهاو طلا به قیمت روز
 امکان معاوضه خودرو کارکرده با صفر 
———————————————
جهت  کسب اطلاعات بیشتر با کارشناسان ما در ارتباط باشید .

  کارشناس شما خانم محمدی",2026-09-09T21:10:28.751527
gauFgNBU,https://divar.ir/v/gauFgNBU,ساینا اس S تک بنزینی / دوگانه GXL جی ایکس صفر 1405,ماه پیش در تهران، تهرانسر شرقی، بلوار شهدای کمیته انقلاب,tehran، tehransar,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا GXL دوگانه سوز,اتوماتیک,بنزین,"‏۱,۰۰۰ تومان",1000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"کارشناس فروش :
☎️ خانم فـراز ☎️

⚜️ صـداقـت مـا اعـتبـار مـاسـت ⚜️
لطفاً توجه بفرمایید قیمت اعلامی ما به شما قطعی و واقعی می باشد و در مجموعه ما به هیچ عنوان برای جذب مشتری قیمـت کاذب داده نـمیشـود ‌.

◀️ تحویل خودرو آنی و مستقیم از اداره تحویل سایپا
◀️ هنگام خرید هیچگونه تغییر قیمت نخواهید داشت بدون هزینه های جانبی اعم از کمیسیون ، مالیات ، عوارض و...

⬇️ خودروی فوق دارای آپشن‌های شرکتی زیر میباشد :
 
⭐ پارس خودرویی ، رینگ آلمینیومی (اسپرت)
⭐ استاندارد 85 گانه ، سنسور باد ، موتور ارتقا یافته 
⭐ صفحه کیلومتر جدید ، تهویه اتوماتیک 
⭐ قفل مرکزی با ریموت کنترل ، صندوق پران
⭐ 4 شیشه و آینه ها برقی
⭐ سنسور پارک دنده عقب 
⭐ دیلایت و اتولایت

✅ فروش نقدی ، صفر خشک ، سند آزاد
✅ یکسال بیمه شخص ثالث
✅ 3 سال گارانتی تا 60 هزار کیلومتر 
✅ یکسال بیمه بدنه با 70% تخفیف

⬇️ ساعت تماس : 9 صبح الی 21
☎️ ( خانم فـراز )☎️
آدرس : تهرانسر _ 65متری فتح  ابتدای بلوار گلها ـ ورودی پارکینگ گلها _ سمت چپ { سـریر خودرو }",2026-09-09T21:11:19.864201
gahyjdrM,https://divar.ir/v/gahyjdrM,ساینا مدل ۹۸ بدون رنگ کم کار,۶ ساعت پیش در تهران، جمهوری، خ طوس غربی,tehran، jomhouri,۹۸۰۰۰,98000,۱۳۹۸ - ۲۰۱۹,سفید,ساینا دنده‌ای EX,دنده‌ای,بنزین,"‏۹۴۵,۰۰۰,۰۰۰ تومان",945000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"ساینا ۹۸ 
کارکرد ۹۸۰۰۰
بدون رنگ و تعویض 
شاسی جلو عقب بدن کوچکترین ضربه حتی سینی ها
لاستیک نو نو 
بیمه و معاینه کامل",2026-09-09T21:13:01.275454
gahyjKfS,https://divar.ir/v/gahyjKfS,ساینا مدل ۹۶ بی رنگ,۶ ساعت پیش در تهران، کاشانک، میدان کاشانک,tehran، kashanak,۳۵۰۰۰,35000,۱۳۹۶ - ۲۰۱۷,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۹۸۵,۰۰۰,۰۰۰ تومان",985000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"ساینا مدل ۹۶ 
بی رنگ 
کم کار
۳۵۰۰۰ کار",2026-09-09T21:13:12.161615
gahiTfUF,https://divar.ir/v/gahiTfUF,سایناپلاس دوگانه,۶ ساعت پیش در تهران، اقدسیه، خ پاسداران,tehran، aghdasieh,۱۲۰۰۰۰,120000,۱۳۹۹ - ۲۰۲۰,سفید,ساینا دنده‌ای پلاس,دنده‌ای,دوگانه‌سوز دستی,"‏۱,۰۰۰,۰۰۰,۰۰۰ تومان",1000000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,سایناپلاس مدل۹۹کارکرد۱۲۰دوگانه بدون رنگ بدون خرج دیسک وصفحه نواصلی جلوبندی تازه تعمیرشده,2026-09-09T21:13:23.724881
ga34ZOrg,https://divar.ir/v/ga34ZOrg,سایناs تک و دوگانه صفر 1405 تحویل فوری,۲ ماه پیش در تهران، صادقیه، خ ستارخان,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۲۰۸,۰۰۰,۰۰۰ تومان",1208000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"-----⚜اورست خودرو پایتخت ⚜️--
               کد ثبت 621670
✅هدف ما فقط فروش خودرو نیست؛ایجاد یک خرید امن،حرفه ای و بدون دغدغه برای شماست
✔️ دفتر نمایندگی با بیش از 8 سال سابقه درخشان در زمینه فروش خودرو های صفر
✔️تحویل فوری با گارانتی معتبر شرکتی 
✔️ تحویل خودرو به روز مستقیم از پارکینگ نمایندگی
✔️ تسویه بعد از رویت و کارشناسی خودرو
✔️فروش بدون واسطه 
✔️ مهلت کارشناسی  24 ساعت
✔️ سند تمامی خودرو ها آزاد میباشد
✔️ تمامی خودرو ها در سایر رنگ ها موجود میباشد
✔️فروش محصولات ایران خودرو / سایپا /پارس خودرو/ کرمان خودرو/ بهمن خودرو 
✔️تخفیف بیمه بدنه 50 الی 70 درصد 
——————————————
       کارشناس فروش: خانم پاشا

برای کسب اطلاعات بیشتر با ‌شماره  کار‌شناس فروش تماس بگیرید",2026-09-09T21:14:01.651028
gawwPB0k,https://divar.ir/v/gawwPB0k,ساینا S صفر ۱۴۰۵/تحویل فوری,۲ ماه پیش در تهران، صادقیه، خ ستارخان,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۲۵۰,۰۰۰,۰۰۰ تومان",1250000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"✅️اتوگالری مهدی با بیش از ۱۵ سال سابقه در زمینه فروش✅️
●فروش محصولات داخلی و خارجی
●تحویل فوری 
●تحویل بروز و خروج مستقیم از پارکینگ نمایندگی
●تسویه بعد از رویت و کارشناسی 
●تمامی سند خودروها آزاد میباشد
●فروش بدون واسطه 
●۲۴ساعت مهلت کارشناسی خودرو 
●برای دریافت اطلاعات بیشتر تماس حاصل فرمایید.
●کارشناس شما :خانم شمس ☎️",2026-09-09T21:14:12.020484
gaPhVJ7Z,https://divar.ir/v/gaPhVJ7Z,ساینا S اس مدل 1405 صفر خشک استاندارد 85 گانه,۲ ماه پیش در تهران، اسکندری، خ سعید,tehran، eskandari,۰,0,۱۴۰۴ - ۲۰۲۵,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱۰۰,۰۰۰ تومان",100000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"❌❌ فـروش اقســاطـی نداریـم ❌❌

⬅️ قیمت قطعی و واقعی بدون افزایش قیمت به هر دلیلی ، بدون هزینه کمسیون 
⬅️ ⬅️ ⬅️ هنگام خرید هیچگونه تغییر قیمت نخواهد داشت
✅ یکسال بیمه شخص ثالث
✅ 3 سال گارانتی تا 60 هزار کیلومتر
✅ یکسال بیمه بدنه با 70% تخفیف

⬅️⬅️ نقدی پلاک شده صفر خشک

خودروی فوق دارای آپشن های شرکتی زیر می باشد:
⭐ دیلایت
⭐️ اتولایت
⭐ ترمز ABS 
⭐ فرمان دیکات
⭐ شیشه ها برقی
☎️☎️ شماره تماس مستقیم خط ویژه  ( ساعت 8 الی 17 ))
ساعت تماس » 8 صبح الی 17:30
آدرس : خیابان جمهوری انتهای باستان جنوبی ابتدای کمالی نبش بن بست سعید پ 554",2026-09-09T21:15:06.713122
gaf5R5Zl,https://divar.ir/v/gaf5R5Zl,ساینا اس/دوگانه اتومات مدل ۱۴۰۵ تحویل روز,ماه پیش در تهران، صادقیه، خ ستارخان,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,اتوماتیک,بنزین,"‏۹۴۰,۰۰۰,۰۰۰ تومان",940000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"⭐️صنعت خودرو جباری با بیش از ۱۵ سال سابقه درخشان⭐️

⭐ سند آزاد و هزینه انتقال سند بر عهده نمایندگی است⭐️

شرایط فروش ویژه:

✅ فروش نقدی و تحویل فوری
✅ امکان خرید طلا، شمش، دلار، یورو به قیمت روز بازار
✅ ۲۴ ساعت مهلت کارشناسی و رویت خودرو قبل از تسویه
✅ امکان معاوضه با خودروهای صفر و کارکرده
✅ تسویه پس از تحویل و تایید کارشناس شما
✅ بدون واسطه، خرید مطمئن و شفاف

کارشناس فروش شما: خانم نیک

☎️ برای اطلاعات بیشتر و دریافت قیمت لحظه‌ای خودرو، لطفاً با کارشناس فروش تماس بگیرید. در صورت مشغول بودن خطوط فروش، به صورت حضوری مراجعه نمایید",2026-09-09T21:17:12.926395
QawFIDdQ,https://divar.ir/v/QawFIDdQ,ساینا تک / دوگانه سوز صفر سفید مشکی,۷ ماه پیش در تهران، صادقیه، خ گلناز دهم,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,دوگانه‌سوز شرکتی,"‏۱,۳۱۰,۰۰۰,۰۰۰ تومان",1310000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"⚜️ تکران صنعت خودرو با بیش از ۱۵ سال سابقه درخشان و عضو رسمی اتحادیه با کد نمایندگی ۶۷۷۰۷۹⚜️

 شرایط فروش ویژه:
✅ فروش نقدی و تحویل فوری
✅امکان خرید طلا،شمش،دلار، یورو،به قیمت روز بازار
✅ ۲۴ ساعت مهلت کارشناسی و رویت خودرو قبل از تسویه
✅ امکان معاوضه با خودروهای صفر و کارکرده
✅ تسویه پس از تحویل و تایید کارشناس شما
✅ بدون واسطه، خرید مطمئن و شفاف

کارشناس فروش شما :خانم شکیبا

☎️ برای اطلاعات بیشتر و دریافت قیمت لحظه ایی خودرو، لطفاً باکارشناس فروش تماس بگیرید در صورت مشغول بودن خطوط فروش به صورت حضوری مراجعه نمایید.",2026-09-09T21:17:21.261489
gahqSaZd,https://divar.ir/v/gahqSaZd,ساینا دوگانه فابریک.کارمندی در حد,۷ ساعت پیش در تهران، جوادیه، خ مدرسه ایثارگران,tehran، javadiyeh,۶۹۰۰۰,69000,۱۴۰۲ - ۲۰۲۳,سفید,ساینا GXL دوگانه سوز,دنده‌ای,دوگانه‌سوز شرکتی,"‏۱,۲۴۰,۰۰۰,۰۰۰ تومان",1240000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"ساینا دوگانه فابریک.کارمندی در حد 
روکش صندلی چرم
دور فرمان چرم
کفی سه بعدی
شیشه ها دودی",2026-09-09T21:18:17.966264
gaSkNeQX,https://divar.ir/v/gaSkNeQX,ساینا تک گانه / دوگانه / 1405 و 1404  تحویل فوری,۳ ماه پیش در تهران، صادقیه,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۰۵۰,۰۰۰,۰۰۰ تومان",1050000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"✨هلدینگ میشا صنعت خودرو✨
فروش انواع خودروهای ایرانی و خارجی

✅️ عضو رسمی اتحادیه 
✅️ کد ثبتی : 616686
✅️ با بیش از ۱۷ سال سابقه
——————————————— 
 تحویل فوری
 ۲۴ساعت مهلت کارشناسی
 تسویه بعداز رویت و کارشناسی خودرو
 سند آزاد
 ٪۷۰ تخفیف بیمه بدنه
 امکان فروش به تمامی شرکت ها و ارگان های دولتی

 امکان معاوضه خودرو کارکرده با صفر 
———————————————
جهت  کسب اطلاعات بیشتر با کارشناسان ما در ارتباط باشید .

   کارشناس شما خانم کیانی",2026-09-09T21:18:29.022267
ganJyPX9,https://divar.ir/v/ganJyPX9,ساینا اس  تک سوز و Gxمدل صفر ۴۰۵,ماه پیش در تهران، صادقیه، خ پاییزان,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۳۳۸,۰۰۰,۰۰۰ تومان",1338000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"•خودرو طهرانی •
* نمایندگی فروش سایپا،ایران خودرو ، مدیران *
شماره ثبت:۶۵۵۳۷۵
{ فروش انواع خودروهای ایرانی و مونتاژی)
✅تحویل یک ساعته و فوری
✅امکان بازدید قبل از یرداخت
✅خودرو دارای کَارانتی و بیمه
✅70درصد تخفیف بیمه بدنه
✅سند ازاد
✅امکان معاوضه خودرو کارکرده وصفر
✅خودرو با برکه کارشناسی
 ✅۲۴ساعت مهلت کارشناسی
کارشناس فروش: خانوم وزیری",2026-09-09T21:19:23.338794
gahuCeQf,https://divar.ir/v/gahuCeQf,ساینا مدل۱۴۰۱تک برگ سند,۷ ساعت پیش در تهران، دولت‌آباد,tehran، dowlatabad-rey,۱۱۶۰۰۰,116000,۱۴۰۱ - ۲۰۲۲,سفید,ساینا دنده‌ای EX,دنده‌ای,بنزین,"‏۱,۰۴۵,۰۰۰,۰۰۰ تومان",1045000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,تک برگ سند بیمه ۴ ماه لاستیکا ۹۰درصد موتور گیربکس بشرط ی کف دست زیر درباک ابرنگ بدون بتونه بقیه بیرنگ ضبط بلوتوث دار شیشه ها دودی صندلی فابریکی بدون پارگی زاپاس استفاده نشده مدارک اماده انتقال,2026-09-09T21:19:32.300910
gahuCBwR,https://divar.ir/v/gahuCBwR,ساینا اس,۸ ساعت پیش در تهران، شهرک امام خمینی، خ محلاتی,tehran، shahrak-e-emamkhomeyni,۶۹,69,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,,بنزین,"‏۱,۴۸۰,۰۰۰,۰۰۰ تومان",1480000000,تعیین‌نشده,تعیین‌نشده,تعیین‌نشده,سالم و بی‌خط و خش,,"صفر 
تحویل شهریور
سند کمپانی",2026-09-09T21:20:30.923790
gatYyHx2,https://divar.ir/v/gatYyHx2,ساینا s تک ودوگانه سوز تحویل فوری 1404 و 1405,۲ ماه پیش در تهران، صادقیه، خ خسرو شمالی,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,دوگانه‌سوز شرکتی,"‏۱,۰۴۰,۰۰۰,۰۰۰ تومان",1040000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"✅️نفس خودرو✅️
✅️تحـویـل، فـوری فـوری درجـا، همان لحظـه...✅️
✅️رویت و تحویل خودرو قبل از پرداخت وجه...✅️
✅️تمامی خودورها شامل گارانتی و بیمه...✅️
✅️۲۴ ساعـت مهلــت کارشناسی خودرو...✅️
✅️هزینه انتقال سند به عهده نمـاینــدگی...✅️
✅️ خودرو صفر خشکــ.....✅️
✅️سند تمامی خودروها ازاد✅️
✅️تسویه بعد از رویت و کارشناسی✅️
✅️رنگ بندی کامل موجود✅️

_______________________________________
□
■■جهت اطلاع بیشتر با کارشناس فروش ما
■■در تماس باشید، 
...................خـانـم سلمانی.......
_____________________________________________",2026-09-09T21:21:23.001081
gahqyShi,https://divar.ir/v/gahqyShi,ساینا نقد و اقساط مدل 1401 به بالا,۸ ساعت پیش در تهران، بهاران، بلوار کوهسار,tehran، baharan,۰,0,۱۴۰۱ - ۲۰۲۲,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۵۵۰,۰۰۰,۰۰۰ تومان",550000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"شرکت دنیا خودرو️

♦️فروش نقدی و اقساطی تمامی خودرو های داخلی و وارداتی 

❌صفر و کارکرده

فروش برای تمام نقاط ایران 

⛔تحویل خودرو همزمان با پیش پرداخت و تحویل چک

⚠️شرایط بانکی با کمترین بهره و بدون ضامن

❌بدون هزینه جانبی و کارمزد

♦️امکان رویت خودرو قبل از پیش پرداخت

️سند ۶ دانگ به نام خریدار
(سالانه ۶ چک)
اقساط ۱ تا ۳ سال
✅حداقل پیش پرداخت ۶۰ درصد قیمت خودرو
تاریخ اولین چک  ۶۰روز پس از تحویل خودرو
امکان تسویه زودتر از موعد با کسر کارمزد

کارشناس ارشد فروش 
خانم بیگی",2026-09-09T21:21:34.366069
gahmSrPu,https://divar.ir/v/gahmSrPu,ماشین ساینا مدل آخر ۹۹,۸ ساعت پیش در تهران، مدائن، خ آقائی,tehran، sarsabz,۲۴۳۰۰۰,243000,۱۳۹۹ - ۲۰۲۰,سفید,ساینا دنده‌ای EX,,بنزین,"‏۸۵۰,۰۰۰,۰۰۰ تومان",850000000,سالم,تعیین‌نشده,ضربه‌خورده,رنگ‌شدگی در ۲ ناحیه,,"ساینا مدل آخر ۹۹ 
۲قطعه رنگ شدگی در صندوق عقب و در عقب طرف شاگرد 
که عقب پشت ترافیک بوده و در عقب شاگرد هم سطحی خورده شده",2026-09-09T21:21:44.712235
gaV-iZJl,https://divar.ir/v/gaV-iZJl,ساینا,هفته پیش در تهران، نیروی هوایی (پیروزی)، خ سوم‌نیرو‌هوایی,tehran، niroo-havayi,۶۵۰۰۰,65000,۱۳۹۹ - ۲۰۲۰,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۳۰۰,۰۰۰,۰۰۰ تومان",1300000000,سالم,سالم و پلمپ,سالم و پلمپ,خط و خش جزیی,سالم و پلمپ,مدل اس ۱۳۹۹,2026-09-09T21:21:52.543742
gaJqnm0d,https://divar.ir/v/gaJqnm0d,ساینا / Saina/405/صفر/تحویل فوری,۲ هفته پیش در تهران، صادقیه، خ کسرایی,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,مشکی,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۱۷۰,۰۰۰,۰۰۰ تومان",1170000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"✅️ارژنگ خودرو  با بیش از 15 سال سابقه در زمینه فروش✅ 
✅فروش محصولات داخلی و خارجی✅
✅تحویل فوری✅
✅تحویل خودرو به روز مستقیم از پارکینگ نمایندگی✅ 
✅تسویه بعد از رویت و کارشناسی خودرو✅
✅سند تمامی خودروها آزاد میباشد✅ 
✅فروش بدون واسطه ✅ 
✅24 ساعت مهلت کارشناسی خودرو✅ 
✅تمامی خودرو ها با سایر رنگ‌ها موجود میباشد✅ 
کارشناس فروش خانم افشار   ☎️",2026-09-09T21:22:44.853378
gaheiA7D,https://divar.ir/v/gaheiA7D,ساینا مدل ۹۹,۸ ساعت پیش در تهران، اکباتان، میدان شهید علی‌وردی,tehran، ekbatan,۱۳۴۰۰۰,134000,۱۳۹۹ - ۲۰۲۰,سفید,ساینا دنده‌ای EX,دنده‌ای,بنزین,"‏۹۶۵,۰۰۰,۰۰۰ تومان",965000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"ماشین کاملا بیرنگ 
فقط نوک کاپوت یک تیکه لیسه داره
پشت چراغ ترک نداره
لاستیک ۸۰ درصد بیمه ۷ ماه
شیشه دودی
مصرفی ها سر تایم عوض شده
ماشین خونگی بوده مناسب مصرف کننده
معاوضه ندارم فقط فروش",2026-09-09T21:22:53.279698
ga3IaiAL,https://divar.ir/v/ga3IaiAL,ساینا اس S تکسوز / دوگانهGx/ اتومات صفر فول 1405,۲ ماه پیش در تهران، تهرانسر شرقی، بلوار شهدای کمیته انقلاب,tehran، tehransar,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا GX,دنده‌ای,دوگانه‌سوز شرکتی,"‏۱,۰۰۰ تومان",1000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,":کارشناس فروش 

☎️ خانم توکلی ☎️

⚜️ صـداقـت مـا اعـتبـار مـاسـت ⚜️
لطفاً توجه بفرمایید قیمت اعلامی ما به شما قطعی و واقعی می باشد و در مجموعه ما به هیچ عنوان برای جذب مشتری قیمـت کاذب داده نـمیشـود ‌.

◀️ امکان رویت و کارشناسی خودرو قبل از هرگونه پرداختی 
◀️ تحویل خودرو آنی و مستقیم از اداره تحویل سایپا
◀️ هنگام خرید هیچگونه تغییر قیمت نخواهید داشت بدون هزینه های جانبی اعم از کمیسیون ، مالیات ، عوارض و...

⬇️ خودروی فوق دارای آپشن‌های شرکتی زیر میباشد :

⭐ پارس خودرویی ، رینگ اسپرت
⭐ استاندارد 85 گانه ، سنسور باد ، موتور ارتقا یافته 
⭐ فرمون D ، صفحه کیلومتر جدید
⭐ قفل مرکزی با ریموت کنترل ، صندوق پران
⭐ 4 شیشه و آینه های جانبی برقی
⭐ سوییچ تاشو ، دریچه گاز برقی 
⭐ سنسور پارک دنده عقب 
⭐ دیلایت و اتولایت 

✅ فروش نقدی ، صفر خشک ، سند آزاد
✅ یکسال بیمه شخص ثالث
✅ 3 سال گارانتی تا 60 هزار کیلومتر 
✅ یکسال بیمه بدنه با 70% تخفیف

ساعت تماس : 9 صبح الی 21
☎️( خانم توکلی )☎️

آدرس: تهرانسر _ انتهای بلوار گلها سر 65متری فتح ـ ابتدای ورودی پارکینگ گلها _ سمت چپ { سریر خودرو }",2026-09-09T21:23:44.971995
gaf-bV7Z,https://divar.ir/v/gaf-bV7Z,ساینا سند تک برگ,دیروز در تهران، امیرآباد، خ مریم,tehran، amir-abad,۱۳۰۰۰۰,130000,۱۳۹۶ - ۲۰۱۷,طوسی,ساینا دنده‌ای EX,دنده‌ای,بنزین,"‏۸۳۵,۰۰۰,۰۰۰ تومان",835000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"سقف؛ کاپوت و درب صندوق آفتاب سوختگی دارد

فروش فقط نقد
با هیچ چیزی معاوضه ندارم

چهار حلقه لاستیک نو

تمام آپشن‌ها سالم 
کولر و جلوبندی سالم
برق بی ایراد

موتور پلمپ

سند تک برگ و از اول دست خودم بوده

کیلومتر واقعی",2026-09-09T21:25:21.255097
gaMqQuea,https://divar.ir/v/gaMqQuea,ساینا مدل ۱۴۰۳ نقد اقساط تا ۳۶ ماه,۲ هفته پیش در تهران، بهاران، خ ادهمی,tehran، baharan,۸۰۰۰,8000,۱۴۰۳ - ۲۰۲۴,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۶۴۰,۰۰۰,۰۰۰ تومان",640000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"ساینا مدل ۱۴۰۱ تا ۱۴۰۵ موجود 

| نقد • اقساط • معاوضه

 اقساط بانکی بدون نیاز به ضامن

 اقساط ۱۲ تا ۳۶ ماهه

 حداقل پیش‌پرداخت ۶۰٪

 سند به نام خریدار

 انواع خودروهای صفر و کارکرده

 معاوضه انواع خودرو با خودرو

 خرید خودرو با شرایط عالی

 هر خودرویی که بخواید، نقد و اقساط موجود داریم

 جهت استعلام قیمت و شرایط، تماس بگیرید

 دنیا خودرو
کارشناس :اقای عرب",2026-09-09T21:25:32.353728
gaaUazBa,https://divar.ir/v/gaaUazBa,ساینا S تحویل فوری / صفر نمایندگی,۳ ماه پیش در تهران، صادقیه,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۱۳۵,۰۰۰,۰۰۰ تومان",1135000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"میلاد خودرو غرب 

عضو رسمی اتحادیه صنف خودرو 

با کد ثبتی:(۶۰۹۲۴۴)

با ۱۵ سال سابقه درخشان در غرب تهران

نمایندگی فروش تمامی محصولات 

سایپا / پارس خودرو/ ایرانخودرو / کرمان خودرو / مدیران خودرو / بهمن خودرو و تمامیه (خودروهای مونتاژ)

☑️امکان خرید به صورت نقد و اقساط
☑️تحویل خودرو ۱ ساعته 
☑️امکان کارشناسی خودرو قبل از تسویه مبلغ 
☑️امکان نصب تمامی آپشن ها با گارانتی شرکتی
☑️تمامی خودروها دارای ۱ سال بیمه شخص ثالث و ۷۰٪ تخفیف بیمه بدنه میباشد

❌تخفیف ویژه پای معامله❌

☑️تنوع رنگ در تمامی خودروها
☑️سند آزاد، هزینه ی انتقال سند به عهده نمایندگی میباشد
☑️خرید خودرو خود را در میلاد خودرو بدون واسطه انجام دهید
☑️امکان خرید طلا،شمش،دلار/یورو به قیمت بازار

کارشناس فروش جهت راهنمایی
‍♀️خانم مقصودی",2026-09-09T21:26:29.832171
QaW7aKX9,https://divar.ir/v/QaW7aKX9,ساینا دنده /دوگانه/صفر خشک/تحویل روز/نمایندگی۴۰۵,۵ ماه پیش در تهران، صادقیه,tehran، sadeghiyeh,۰,0,۱۴۰۵ - ۲۰۲۶,سفید,ساینا دنده‌ای S,دنده‌ای,بنزین,"‏۱,۰۴۰,۰۰۰,۰۰۰ تومان",1040000000,سالم,سالم و پلمپ,سالم و پلمپ,سالم و بی‌خط و خش,سالم و پلمپ,"✨اریس صنعت خودرو عضو رسمی اتحادیه با کدرسمی ثبتی 

نماینده رسمی محصولات فروش
مدیران خودرو/کرمان موتور/سایپا/ایرانخودرو/بهمن موتور/فروش نقدی
با ۱۸سال سابقه درخشان فروش در غرب تهران
تحویل درب منزل یا نمایندگی به درخواست مشتری
✅️""امکان رویت و کارشناسی قبل تسویه مبلغ خودرو
✅️هزینه کارشناسی به عهده نمایندگی میباشد
✅️تمامی خودرو ها دارای یکسال بیمه شخص ثالث
✅️۸۰درصد تخفیف بیمه بدنه
✅️گارانتی فول شرکتی
✅️تنوع رنگ ها در همه خودرو ها
✅️هزینه تنظیم سند ووکالت به عهده نمایندگی
✅️تمامی خودرو ها به صورت سفارشی موجود میباشد
✅️تمامی خودرو ها تا ۲۴ساعت مهلت کارشناسی دارد
✅️طلا،سکه.دلار.تتر.به قیمت خرید از شما دریافت می‌شود 
 
امکان فروش تعداد برای تمامی شرکت ها و ارگان های دولتی",2026-09-09T21:27:38.222711
